Sample ID,Animal ID,Host species,Host species NCBI tax ID,Latitude,Longitude,Spatial uncertainty,Collection day,Collection month,Collection year,Collection method or tissue,Detection method,Primer sequence,Primer citation,Detection target,Detection target NCBI tax ID,Detection outcome,Detection measurement,Detection measurement units,Pathogen,Pathogen NCBI tax ID,GenBank accession,Detection comments,Organism sex,Dead or alive,Health notes,Life stage,Age,Mass,Length
,
